Date,Regroupement,Croisement,Nom,psi_quo_pos_n
2024-02-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-16,Région,RSS00,Inconnu,1
2024-02-16,Région,RSS98,Hors Québec,0
2024-02-16,Région,RSS99,Ensemble du Québec,154
2024-02-16,Groupe de région,REG01,Montréal et Laval,40
2024-02-16,Groupe de région,REG02,Ceinture de Montréal,21
2024-02-16,Groupe de région,REG03,Autres régions,92
2024-02-16,Groupe de région,REG00,Inconnu,1
2024-02-16,Groupe de région,REG98,Hors Québec,0
2024-02-16,Groupe d'âge,0_9,0-9 ans,10
2024-02-16,Groupe d'âge,10_19,10-19 ans,0
2024-02-16,Groupe d'âge,20_29,20-29 ans,12
2024-02-16,Groupe d'âge,30_39,30-39 ans,18
2024-02-16,Groupe d'âge,40_49,40-49 ans,20
2024-02-16,Groupe d'âge,50_59,50-59 ans,22
2024-02-16,Groupe d'âge,60_69,60-69 ans,23
2024-02-16,Groupe d'âge,70_79,70-79 ans,22
2024-02-16,Groupe d'âge,80_89,80-89 ans,12
2024-02-16,Groupe d'âge,90_,90 ans et plus,15
2024-02-16,Groupe d'âge,INC,Inconnu,0
2024-02-16,Groupe d'âge,TOT,Total,154
2024-02-16,Sexe,MASC,Masculin,51
2024-02-16,Sexe,FEM,Féminin,102
2024-02-16,Sexe,INC,Inconnu,1
2024-02-16,Sexe,TOT,Total,154
2024-02-17,Région,RSS01,01 - Bas-Saint-Laurent,3
2024-02-17,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,7
2024-02-17,Région,RSS03,03 - Capitale-Nationale,9
2024-02-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,4
2024-02-17,Région,RSS05,05 - Estrie,6
2024-02-17,Région,RSS06,06 - Montréal,18
2024-02-17,Région,RSS07,07 - Outaouais,1
2024-02-17,Région,RSS08,08 - Abitibi-Témiscamingue,3
2024-02-17,Région,RSS09,09 - Côte-Nord,0
2024-02-17,Région,RSS10,10 - Nord-du-Québec,1
2024-02-17,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,6
2024-02-17,Région,RSS12,12 - Chaudière-Appalaches,7
2024-02-17,Région,RSS13,13 - Laval,2
2024-02-17,Région,RSS14,14 - Lanaudière,9
2024-02-17,Région,RSS15,15 - Laurentides,16
2024-02-17,Région,RSS16,16 - Montérégie,14
2024-02-17,Région,RSS17,17 - Nunavik,0
2024-02-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-17,Région,RSS00,Inconnu,0
2024-02-17,Région,RSS98,Hors Québec,0
2024-02-17,Région,RSS99,Ensemble du Québec,106
2024-02-17,Groupe de région,REG01,Montréal et Laval,20
2024-02-17,Groupe de région,REG02,Ceinture de Montréal,26
2024-02-17,Groupe de région,REG03,Autres régions,60
2024-02-17,Groupe de région,REG00,Inconnu,0
2024-02-17,Groupe de région,REG98,Hors Québec,0
2024-02-17,Groupe d'âge,0_9,0-9 ans,7
2024-02-17,Groupe d'âge,10_19,10-19 ans,2
2024-02-17,Groupe d'âge,20_29,20-29 ans,5
2024-02-17,Groupe d'âge,30_39,30-39 ans,7
2024-02-17,Groupe d'âge,40_49,40-49 ans,15
2024-02-17,Groupe d'âge,50_59,50-59 ans,11
2024-02-17,Groupe d'âge,60_69,60-69 ans,11
2024-02-17,Groupe d'âge,70_79,70-79 ans,18
2024-02-17,Groupe d'âge,80_89,80-89 ans,24
2024-02-17,Groupe d'âge,90_,90 ans et plus,6
2024-02-17,Groupe d'âge,INC,Inconnu,0
2024-02-17,Groupe d'âge,TOT,Total,106
2024-02-17,Sexe,MASC,Masculin,39
2024-02-17,Sexe,FEM,Féminin,67
2024-02-17,Sexe,INC,Inconnu,0
2024-02-17,Sexe,TOT,Total,106
2024-02-18,Région,RSS01,01 - Bas-Saint-Laurent,3
2024-02-18,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,5
2024-02-18,Région,RSS03,03 - Capitale-Nationale,9
2024-02-18,Région,RSS04,04 - Mauricie et Centre-du-Québec,8
2024-02-18,Région,RSS05,05 - Estrie,3
2024-02-18,Région,RSS06,06 - Montréal,17
2024-02-18,Région,RSS07,07 - Outaouais,0
2024-02-18,Région,RSS08,08 - Abitibi-Témiscamingue,1
2024-02-18,Région,RSS09,09 - Côte-Nord,1
2024-02-18,Région,RSS10,10 - Nord-du-Québec,0
2024-02-18,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,2
2024-02-18,Région,RSS12,12 - Chaudière-Appalaches,3
2024-02-18,Région,RSS13,13 - Laval,4
2024-02-18,Région,RSS14,14 - Lanaudière,7
2024-02-18,Région,RSS15,15 - Laurentides,11
2024-02-18,Région,RSS16,16 - Montérégie,18
2024-02-18,Région,RSS17,17 - Nunavik,0
2024-02-18,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-18,Région,RSS00,Inconnu,0
2024-02-18,Région,RSS98,Hors Québec,0
2024-02-18,Région,RSS99,Ensemble du Québec,92
2024-02-18,Groupe de région,REG01,Montréal et Laval,21
2024-02-18,Groupe de région,REG02,Ceinture de Montréal,19
2024-02-18,Groupe de région,REG03,Autres régions,52
2024-02-18,Groupe de région,REG00,Inconnu,0
2024-02-18,Groupe de région,REG98,Hors Québec,0
2024-02-18,Groupe d'âge,0_9,0-9 ans,7
2024-02-18,Groupe d'âge,10_19,10-19 ans,4
2024-02-18,Groupe d'âge,20_29,20-29 ans,5
2024-02-18,Groupe d'âge,30_39,30-39 ans,4
2024-02-18,Groupe d'âge,40_49,40-49 ans,13
2024-02-18,Groupe d'âge,50_59,50-59 ans,8
2024-02-18,Groupe d'âge,60_69,60-69 ans,11
2024-02-18,Groupe d'âge,70_79,70-79 ans,15
2024-02-18,Groupe d'âge,80_89,80-89 ans,14
2024-02-18,Groupe d'âge,90_,90 ans et plus,11
2024-02-18,Groupe d'âge,INC,Inconnu,0
2024-02-18,Groupe d'âge,TOT,Total,92
2024-02-18,Sexe,MASC,Masculin,33
2024-02-18,Sexe,FEM,Féminin,59
2024-02-18,Sexe,INC,Inconnu,0
2024-02-18,Sexe,TOT,Total,92
2024-02-19,Région,RSS01,01 - Bas-Saint-Laurent,2
2024-02-19,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,10
2024-02-19,Région,RSS03,03 - Capitale-Nationale,18
2024-02-19,Région,RSS04,04 - Mauricie et Centre-du-Québec,3
2024-02-19,Région,RSS05,05 - Estrie,5
2024-02-19,Région,RSS06,06 - Montréal,29
2024-02-19,Région,RSS07,07 - Outaouais,9
2024-02-19,Région,RSS08,08 - Abitibi-Témiscamingue,3
2024-02-19,Région,RSS09,09 - Côte-Nord,1
2024-02-19,Région,RSS10,10 - Nord-du-Québec,0
2024-02-19,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2024-02-19,Région,RSS12,12 - Chaudière-Appalaches,8
2024-02-19,Région,RSS13,13 - Laval,19
2024-02-19,Région,RSS14,14 - Lanaudière,18
2024-02-19,Région,RSS15,15 - Laurentides,13
2024-02-19,Région,RSS16,16 - Montérégie,34
2024-02-19,Région,RSS17,17 - Nunavik,0
2024-02-19,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,2
2024-02-19,Région,RSS00,Inconnu,0
2024-02-19,Région,RSS98,Hors Québec,0
2024-02-19,Région,RSS99,Ensemble du Québec,174
2024-02-19,Groupe de région,REG01,Montréal et Laval,48
2024-02-19,Groupe de région,REG02,Ceinture de Montréal,37
2024-02-19,Groupe de région,REG03,Autres régions,89
2024-02-19,Groupe de région,REG00,Inconnu,0
2024-02-19,Groupe de région,REG98,Hors Québec,0
2024-02-19,Groupe d'âge,0_9,0-9 ans,5
2024-02-19,Groupe d'âge,10_19,10-19 ans,3
2024-02-19,Groupe d'âge,20_29,20-29 ans,13
2024-02-19,Groupe d'âge,30_39,30-39 ans,25
2024-02-19,Groupe d'âge,40_49,40-49 ans,20
2024-02-19,Groupe d'âge,50_59,50-59 ans,29
2024-02-19,Groupe d'âge,60_69,60-69 ans,11
2024-02-19,Groupe d'âge,70_79,70-79 ans,23
2024-02-19,Groupe d'âge,80_89,80-89 ans,25
2024-02-19,Groupe d'âge,90_,90 ans et plus,20
2024-02-19,Groupe d'âge,INC,Inconnu,0
2024-02-19,Groupe d'âge,TOT,Total,174
2024-02-19,Sexe,MASC,Masculin,54
2024-02-19,Sexe,FEM,Féminin,120
2024-02-19,Sexe,INC,Inconnu,0
2024-02-19,Sexe,TOT,Total,174
2024-02-20,Région,RSS01,01 - Bas-Saint-Laurent,9
2024-02-20,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,5
2024-02-20,Région,RSS03,03 - Capitale-Nationale,5
2024-02-20,Région,RSS04,04 - Mauricie et Centre-du-Québec,8
2024-02-20,Région,RSS05,05 - Estrie,6
2024-02-20,Région,RSS06,06 - Montréal,23
2024-02-20,Région,RSS07,07 - Outaouais,5
2024-02-20,Région,RSS08,08 - Abitibi-Témiscamingue,2
2024-02-20,Région,RSS09,09 - Côte-Nord,0
2024-02-20,Région,RSS10,10 - Nord-du-Québec,0
2024-02-20,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,1
2024-02-20,Région,RSS12,12 - Chaudière-Appalaches,13
2024-02-20,Région,RSS13,13 - Laval,12
2024-02-20,Région,RSS14,14 - Lanaudière,12
2024-02-20,Région,RSS15,15 - Laurentides,12
2024-02-20,Région,RSS16,16 - Montérégie,25
2024-02-20,Région,RSS17,17 - Nunavik,0
2024-02-20,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1
2024-02-20,Région,RSS00,Inconnu,0
2024-02-20,Région,RSS98,Hors Québec,0
2024-02-20,Région,RSS99,Ensemble du Québec,139
2024-02-20,Groupe de région,REG01,Montréal et Laval,35
2024-02-20,Groupe de région,REG02,Ceinture de Montréal,25
2024-02-20,Groupe de région,REG03,Autres régions,79
2024-02-20,Groupe de région,REG00,Inconnu,0
2024-02-20,Groupe de région,REG98,Hors Québec,0
2024-02-20,Groupe d'âge,0_9,0-9 ans,4
2024-02-20,Groupe d'âge,10_19,10-19 ans,1
2024-02-20,Groupe d'âge,20_29,20-29 ans,8
2024-02-20,Groupe d'âge,30_39,30-39 ans,21
2024-02-20,Groupe d'âge,40_49,40-49 ans,12
2024-02-20,Groupe d'âge,50_59,50-59 ans,12
2024-02-20,Groupe d'âge,60_69,60-69 ans,20
2024-02-20,Groupe d'âge,70_79,70-79 ans,17
2024-02-20,Groupe d'âge,80_89,80-89 ans,32
2024-02-20,Groupe d'âge,90_,90 ans et plus,12
2024-02-20,Groupe d'âge,INC,Inconnu,0
2024-02-20,Groupe d'âge,TOT,Total,139
2024-02-20,Sexe,MASC,Masculin,56
2024-02-20,Sexe,FEM,Féminin,83
2024-02-20,Sexe,INC,Inconnu,0
2024-02-20,Sexe,TOT,Total,139
2024-02-21,Région,RSS01,01 - Bas-Saint-Laurent,8
2024-02-21,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,4
2024-02-21,Région,RSS03,03 - Capitale-Nationale,21
2024-02-21,Région,RSS04,04 - Mauricie et Centre-du-Québec,5
2024-02-21,Région,RSS05,05 - Estrie,7
2024-02-21,Région,RSS06,06 - Montréal,24
2024-02-21,Région,RSS07,07 - Outaouais,7
2024-02-21,Région,RSS08,08 - Abitibi-Témiscamingue,5
2024-02-21,Région,RSS09,09 - Côte-Nord,1
2024-02-21,Région,RSS10,10 - Nord-du-Québec,0
2024-02-21,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,2
2024-02-21,Région,RSS12,12 - Chaudière-Appalaches,11
2024-02-21,Région,RSS13,13 - Laval,1
2024-02-21,Région,RSS14,14 - Lanaudière,9
2024-02-21,Région,RSS15,15 - Laurentides,10
2024-02-21,Région,RSS16,16 - Montérégie,28
2024-02-21,Région,RSS17,17 - Nunavik,0
2024-02-21,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-21,Région,RSS00,Inconnu,0
2024-02-21,Région,RSS98,Hors Québec,0
2024-02-21,Région,RSS99,Ensemble du Québec,143
2024-02-21,Groupe de région,REG01,Montréal et Laval,25
2024-02-21,Groupe de région,REG02,Ceinture de Montréal,23
2024-02-21,Groupe de région,REG03,Autres régions,95
2024-02-21,Groupe de région,REG00,Inconnu,0
2024-02-21,Groupe de région,REG98,Hors Québec,0
2024-02-21,Groupe d'âge,0_9,0-9 ans,9
2024-02-21,Groupe d'âge,10_19,10-19 ans,2
2024-02-21,Groupe d'âge,20_29,20-29 ans,5
2024-02-21,Groupe d'âge,30_39,30-39 ans,19
2024-02-21,Groupe d'âge,40_49,40-49 ans,21
2024-02-21,Groupe d'âge,50_59,50-59 ans,16
2024-02-21,Groupe d'âge,60_69,60-69 ans,19
2024-02-21,Groupe d'âge,70_79,70-79 ans,17
2024-02-21,Groupe d'âge,80_89,80-89 ans,24
2024-02-21,Groupe d'âge,90_,90 ans et plus,11
2024-02-21,Groupe d'âge,INC,Inconnu,0
2024-02-21,Groupe d'âge,TOT,Total,143
2024-02-21,Sexe,MASC,Masculin,55
2024-02-21,Sexe,FEM,Féminin,88
2024-02-21,Sexe,INC,Inconnu,0
2024-02-21,Sexe,TOT,Total,143
2024-02-22,Région,RSS01,01 - Bas-Saint-Laurent,4
2024-02-22,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,3
2024-02-22,Région,RSS03,03 - Capitale-Nationale,8
2024-02-22,Région,RSS04,04 - Mauricie et Centre-du-Québec,11
2024-02-22,Région,RSS05,05 - Estrie,7
2024-02-22,Région,RSS06,06 - Montréal,16
2024-02-22,Région,RSS07,07 - Outaouais,3
2024-02-22,Région,RSS08,08 - Abitibi-Témiscamingue,4
2024-02-22,Région,RSS09,09 - Côte-Nord,2
2024-02-22,Région,RSS10,10 - Nord-du-Québec,1
2024-02-22,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2024-02-22,Région,RSS12,12 - Chaudière-Appalaches,6
2024-02-22,Région,RSS13,13 - Laval,8
2024-02-22,Région,RSS14,14 - Lanaudière,10
2024-02-22,Région,RSS15,15 - Laurentides,6
2024-02-22,Région,RSS16,16 - Montérégie,16
2024-02-22,Région,RSS17,17 - Nunavik,0
2024-02-22,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1
2024-02-22,Région,RSS00,Inconnu,0
2024-02-22,Région,RSS98,Hors Québec,0
2024-02-22,Région,RSS99,Ensemble du Québec,106
2024-02-22,Groupe de région,REG01,Montréal et Laval,24
2024-02-22,Groupe de région,REG02,Ceinture de Montréal,20
2024-02-22,Groupe de région,REG03,Autres régions,62
2024-02-22,Groupe de région,REG00,Inconnu,0
2024-02-22,Groupe de région,REG98,Hors Québec,0
2024-02-22,Groupe d'âge,0_9,0-9 ans,5
2024-02-22,Groupe d'âge,10_19,10-19 ans,2
2024-02-22,Groupe d'âge,20_29,20-29 ans,8
2024-02-22,Groupe d'âge,30_39,30-39 ans,11
2024-02-22,Groupe d'âge,40_49,40-49 ans,15
2024-02-22,Groupe d'âge,50_59,50-59 ans,14
2024-02-22,Groupe d'âge,60_69,60-69 ans,15
2024-02-22,Groupe d'âge,70_79,70-79 ans,10
2024-02-22,Groupe d'âge,80_89,80-89 ans,11
2024-02-22,Groupe d'âge,90_,90 ans et plus,15
2024-02-22,Groupe d'âge,INC,Inconnu,0
2024-02-22,Groupe d'âge,TOT,Total,106
2024-02-22,Sexe,MASC,Masculin,35
2024-02-22,Sexe,FEM,Féminin,71
2024-02-22,Sexe,INC,Inconnu,0
2024-02-22,Sexe,TOT,Total,106
2024-02-23,Région,RSS01,01 - Bas-Saint-Laurent,4
2024-02-23,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,4
2024-02-23,Région,RSS03,03 - Capitale-Nationale,10
2024-02-23,Région,RSS04,04 - Mauricie et Centre-du-Québec,2
2024-02-23,Région,RSS05,05 - Estrie,8
2024-02-23,Région,RSS06,06 - Montréal,31
2024-02-23,Région,RSS07,07 - Outaouais,3
2024-02-23,Région,RSS08,08 - Abitibi-Témiscamingue,6
2024-02-23,Région,RSS09,09 - Côte-Nord,1
2024-02-23,Région,RSS10,10 - Nord-du-Québec,1
2024-02-23,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,3
2024-02-23,Région,RSS12,12 - Chaudière-Appalaches,7
2024-02-23,Région,RSS13,13 - Laval,10
2024-02-23,Région,RSS14,14 - Lanaudière,5
2024-02-23,Région,RSS15,15 - Laurentides,5
2024-02-23,Région,RSS16,16 - Montérégie,21
2024-02-23,Région,RSS17,17 - Nunavik,0
2024-02-23,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-23,Région,RSS00,Inconnu,0
2024-02-23,Région,RSS98,Hors Québec,0
2024-02-23,Région,RSS99,Ensemble du Québec,121
2024-02-23,Groupe de région,REG01,Montréal et Laval,41
2024-02-23,Groupe de région,REG02,Ceinture de Montréal,11
2024-02-23,Groupe de région,REG03,Autres régions,69
2024-02-23,Groupe de région,REG00,Inconnu,0
2024-02-23,Groupe de région,REG98,Hors Québec,0
2024-02-23,Groupe d'âge,0_9,0-9 ans,3
2024-02-23,Groupe d'âge,10_19,10-19 ans,2
2024-02-23,Groupe d'âge,20_29,20-29 ans,9
2024-02-23,Groupe d'âge,30_39,30-39 ans,18
2024-02-23,Groupe d'âge,40_49,40-49 ans,15
2024-02-23,Groupe d'âge,50_59,50-59 ans,13
2024-02-23,Groupe d'âge,60_69,60-69 ans,11
2024-02-23,Groupe d'âge,70_79,70-79 ans,20
2024-02-23,Groupe d'âge,80_89,80-89 ans,21
2024-02-23,Groupe d'âge,90_,90 ans et plus,9
2024-02-23,Groupe d'âge,INC,Inconnu,0
2024-02-23,Groupe d'âge,TOT,Total,121
2024-02-23,Sexe,MASC,Masculin,45
2024-02-23,Sexe,FEM,Féminin,76
2024-02-23,Sexe,INC,Inconnu,0
2024-02-23,Sexe,TOT,Total,121
2024-02-24,Région,RSS01,01 - Bas-Saint-Laurent,5
2024-02-24,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,4
2024-02-24,Région,RSS03,03 - Capitale-Nationale,5
2024-02-24,Région,RSS04,04 - Mauricie et Centre-du-Québec,5
2024-02-24,Région,RSS05,05 - Estrie,5
2024-02-24,Région,RSS06,06 - Montréal,18
2024-02-24,Région,RSS07,07 - Outaouais,3
2024-02-24,Région,RSS08,08 - Abitibi-Témiscamingue,1
2024-02-24,Région,RSS09,09 - Côte-Nord,1
2024-02-24,Région,RSS10,10 - Nord-du-Québec,1
2024-02-24,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,1
2024-02-24,Région,RSS12,12 - Chaudière-Appalaches,6
2024-02-24,Région,RSS13,13 - Laval,3
2024-02-24,Région,RSS14,14 - Lanaudière,4
2024-02-24,Région,RSS15,15 - Laurentides,8
2024-02-24,Région,RSS16,16 - Montérégie,11
2024-02-24,Région,RSS17,17 - Nunavik,1
2024-02-24,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-24,Région,RSS00,Inconnu,0
2024-02-24,Région,RSS98,Hors Québec,0
2024-02-24,Région,RSS99,Ensemble du Québec,82
2024-02-24,Groupe de région,REG01,Montréal et Laval,21
2024-02-24,Groupe de région,REG02,Ceinture de Montréal,12
2024-02-24,Groupe de région,REG03,Autres régions,49
2024-02-24,Groupe de région,REG00,Inconnu,0
2024-02-24,Groupe de région,REG98,Hors Québec,0
2024-02-24,Groupe d'âge,0_9,0-9 ans,6
2024-02-24,Groupe d'âge,10_19,10-19 ans,1
2024-02-24,Groupe d'âge,20_29,20-29 ans,1
2024-02-24,Groupe d'âge,30_39,30-39 ans,3
2024-02-24,Groupe d'âge,40_49,40-49 ans,8
2024-02-24,Groupe d'âge,50_59,50-59 ans,8
2024-02-24,Groupe d'âge,60_69,60-69 ans,15
2024-02-24,Groupe d'âge,70_79,70-79 ans,17
2024-02-24,Groupe d'âge,80_89,80-89 ans,15
2024-02-24,Groupe d'âge,90_,90 ans et plus,8
2024-02-24,Groupe d'âge,INC,Inconnu,0
2024-02-24,Groupe d'âge,TOT,Total,82
2024-02-24,Sexe,MASC,Masculin,34
2024-02-24,Sexe,FEM,Féminin,48
2024-02-24,Sexe,INC,Inconnu,0
2024-02-24,Sexe,TOT,Total,82
2024-02-25,Région,RSS01,01 - Bas-Saint-Laurent,4
2024-02-25,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,4
2024-02-25,Région,RSS03,03 - Capitale-Nationale,11
2024-02-25,Région,RSS04,04 - Mauricie et Centre-du-Québec,4
2024-02-25,Région,RSS05,05 - Estrie,7
2024-02-25,Région,RSS06,06 - Montréal,11
2024-02-25,Région,RSS07,07 - Outaouais,4
2024-02-25,Région,RSS08,08 - Abitibi-Témiscamingue,4
2024-02-25,Région,RSS09,09 - Côte-Nord,0
2024-02-25,Région,RSS10,10 - Nord-du-Québec,0
2024-02-25,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2024-02-25,Région,RSS12,12 - Chaudière-Appalaches,8
2024-02-25,Région,RSS13,13 - Laval,3
2024-02-25,Région,RSS14,14 - Lanaudière,6
2024-02-25,Région,RSS15,15 - Laurentides,7
2024-02-25,Région,RSS16,16 - Montérégie,18
2024-02-25,Région,RSS17,17 - Nunavik,0
2024-02-25,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-25,Région,RSS00,Inconnu,0
2024-02-25,Région,RSS98,Hors Québec,0
2024-02-25,Région,RSS99,Ensemble du Québec,91
2024-02-25,Groupe de région,REG01,Montréal et Laval,14
2024-02-25,Groupe de région,REG02,Ceinture de Montréal,12
2024-02-25,Groupe de région,REG03,Autres régions,65
2024-02-25,Groupe de région,REG00,Inconnu,0
2024-02-25,Groupe de région,REG98,Hors Québec,0
2024-02-25,Groupe d'âge,0_9,0-9 ans,4
2024-02-25,Groupe d'âge,10_19,10-19 ans,1
2024-02-25,Groupe d'âge,20_29,20-29 ans,7
2024-02-25,Groupe d'âge,30_39,30-39 ans,9
2024-02-25,Groupe d'âge,40_49,40-49 ans,5
2024-02-25,Groupe d'âge,50_59,50-59 ans,9
2024-02-25,Groupe d'âge,60_69,60-69 ans,12
2024-02-25,Groupe d'âge,70_79,70-79 ans,12
2024-02-25,Groupe d'âge,80_89,80-89 ans,19
2024-02-25,Groupe d'âge,90_,90 ans et plus,13
2024-02-25,Groupe d'âge,INC,Inconnu,0
2024-02-25,Groupe d'âge,TOT,Total,91
2024-02-25,Sexe,MASC,Masculin,36
2024-02-25,Sexe,FEM,Féminin,55
2024-02-25,Sexe,INC,Inconnu,0
2024-02-25,Sexe,TOT,Total,91
2024-02-26,Région,RSS01,01 - Bas-Saint-Laurent,5
2024-02-26,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,11
2024-02-26,Région,RSS03,03 - Capitale-Nationale,8
2024-02-26,Région,RSS04,04 - Mauricie et Centre-du-Québec,14
2024-02-26,Région,RSS05,05 - Estrie,8
2024-02-26,Région,RSS06,06 - Montréal,22
2024-02-26,Région,RSS07,07 - Outaouais,4
2024-02-26,Région,RSS08,08 - Abitibi-Témiscamingue,3
2024-02-26,Région,RSS09,09 - Côte-Nord,0
2024-02-26,Région,RSS10,10 - Nord-du-Québec,1
2024-02-26,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,1
2024-02-26,Région,RSS12,12 - Chaudière-Appalaches,13
2024-02-26,Région,RSS13,13 - Laval,2
2024-02-26,Région,RSS14,14 - Lanaudière,6
2024-02-26,Région,RSS15,15 - Laurentides,16
2024-02-26,Région,RSS16,16 - Montérégie,25
2024-02-26,Région,RSS17,17 - Nunavik,0
2024-02-26,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2024-02-26,Région,RSS00,Inconnu,0
2024-02-26,Région,RSS98,Hors Québec,0
2024-02-26,Région,RSS99,Ensemble du Québec,139
2024-02-26,Groupe de région,REG01,Montréal et Laval,24
2024-02-26,Groupe de région,REG02,Ceinture de Montréal,25
2024-02-26,Groupe de région,REG03,Autres régions,90
2024-02-26,Groupe de région,REG00,Inconnu,0
2024-02-26,Groupe de région,REG98,Hors Québec,0
2024-02-26,Groupe d'âge,0_9,0-9 ans,5
2024-02-26,Groupe d'âge,10_19,10-19 ans,0
2024-02-26,Groupe d'âge,20_29,20-29 ans,11
2024-02-26,Groupe d'âge,30_39,30-39 ans,9
2024-02-26,Groupe d'âge,40_49,40-49 ans,12
2024-02-26,Groupe d'âge,50_59,50-59 ans,26
2024-02-26,Groupe d'âge,60_69,60-69 ans,14
2024-02-26,Groupe d'âge,70_79,70-79 ans,17
2024-02-26,Groupe d'âge,80_89,80-89 ans,36
2024-02-26,Groupe d'âge,90_,90 ans et plus,9
2024-02-26,Groupe d'âge,INC,Inconnu,0
2024-02-26,Groupe d'âge,TOT,Total,139
2024-02-26,Sexe,MASC,Masculin,52
2024-02-26,Sexe,FEM,Féminin,86
2024-02-26,Sexe,INC,Inconnu,1
2024-02-26,Sexe,TOT,Total,139
2024-02-27,Région,RSS01,01 - Bas-Saint-Laurent,5
2024-02-27,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,7
2024-02-27,Région,RSS03,03 - Capitale-Nationale,17
2024-02-27,Région,RSS04,04 - Mauricie et Centre-du-Québec,6
2024-02-27,Région,RSS05,05 - Estrie,11
2024-02-27,Région,RSS06,06 - Montréal,16
2024-02-27,Région,RSS07,07 - Outaouais,4
2024-02-27,Région,RSS08,08 - Abitibi-Témiscamingue,7
2024-02-27,Région,RSS09,09 - Côte-Nord,0
2024-02-27,Région,RSS10,10 - Nord-du-Québec,3
2024-02-27,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,1
2024-02-27,Région,RSS12,12 - Chaudière-Appalaches,11
2024-02-27,Région,RSS13,13 - Laval,3
2024-02-27,Région,RSS14,14 - Lanaudière,8
2024-02-27,Région,RSS15,15 - Laurentides,11
2024-02-27,Région,RSS16,16 - Montérégie,22
2024-02-27,Région,RSS17,17 - Nunavik,0
2024-02-27,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1
2024-02-27,Région,RSS00,Inconnu,0
2024-02-27,Région,RSS98,Hors Québec,1
2024-02-27,Région,RSS99,Ensemble du Québec,134
2024-02-27,Groupe de région,REG01,Montréal et Laval,19
2024-02-27,Groupe de région,REG02,Ceinture de Montréal,24
2024-02-27,Groupe de région,REG03,Autres régions,90
2024-02-27,Groupe de région,REG00,Inconnu,0
2024-02-27,Groupe de région,REG98,Hors Québec,1
2024-02-27,Groupe d'âge,0_9,0-9 ans,6
2024-02-27,Groupe d'âge,10_19,10-19 ans,5
2024-02-27,Groupe d'âge,20_29,20-29 ans,14
2024-02-27,Groupe d'âge,30_39,30-39 ans,8
2024-02-27,Groupe d'âge,40_49,40-49 ans,22
2024-02-27,Groupe d'âge,50_59,50-59 ans,17
2024-02-27,Groupe d'âge,60_69,60-69 ans,10
2024-02-27,Groupe d'âge,70_79,70-79 ans,21
2024-02-27,Groupe d'âge,80_89,80-89 ans,22
2024-02-27,Groupe d'âge,90_,90 ans et plus,9
2024-02-27,Groupe d'âge,INC,Inconnu,0
2024-02-27,Groupe d'âge,TOT,Total,134
2024-02-27,Sexe,MASC,Masculin,40
2024-02-27,Sexe,FEM,Féminin,94
2024-02-27,Sexe,INC,Inconnu,0
2024-02-27,Sexe,TOT,Total,134
2024-02-28,Région,RSS01,01 - Bas-Saint-Laurent,3
2024-02-28,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,6
2024-02-28,Région,RSS03,03 - Capitale-Nationale,10
2024-02-28,Région,RSS04,04 - Mauricie et Centre-du-Québec,1
2024-02-28,Région,RSS05,05 - Estrie,9
2024-02-28,Région,RSS06,06 - Montréal,16
