Date,Regroupement,Croisement,Nom,psi_quo_pos_n
2022-10-06,Région,RSS10,10 - Nord-du-Québec,2
2022-10-06,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,10
2022-10-06,Région,RSS12,12 - Chaudière-Appalaches,75
2022-10-06,Région,RSS13,13 - Laval,39
2022-10-06,Région,RSS14,14 - Lanaudière,80
2022-10-06,Région,RSS15,15 - Laurentides,88
2022-10-06,Région,RSS16,16 - Montérégie,172
2022-10-06,Région,RSS17,17 - Nunavik,0
2022-10-06,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,2
2022-10-06,Région,RSS00,Inconnu,0
2022-10-06,Région,RSS98,Hors Québec,3
2022-10-06,Région,RSS99,Ensemble du Québec,1031
2022-10-06,Groupe de région,REG01,Montréal et Laval,243
2022-10-06,Groupe de région,REG02,Ceinture de Montréal,189
2022-10-06,Groupe de région,REG03,Autres régions,596
2022-10-06,Groupe de région,REG00,Inconnu,0
2022-10-06,Groupe de région,REG98,Hors Québec,3
2022-10-06,Groupe d'âge,0_9,0-9 ans,13
2022-10-06,Groupe d'âge,10_19,10-19 ans,10
2022-10-06,Groupe d'âge,20_29,20-29 ans,95
2022-10-06,Groupe d'âge,30_39,30-39 ans,130
2022-10-06,Groupe d'âge,40_49,40-49 ans,156
2022-10-06,Groupe d'âge,50_59,50-59 ans,168
2022-10-06,Groupe d'âge,60_69,60-69 ans,95
2022-10-06,Groupe d'âge,70_79,70-79 ans,151
2022-10-06,Groupe d'âge,80_89,80-89 ans,136
2022-10-06,Groupe d'âge,90_,90 ans et plus,77
2022-10-06,Groupe d'âge,INC,Inconnu,0
2022-10-06,Groupe d'âge,TOT,Total,1031
2022-10-06,Sexe,MASC,Masculin,329
2022-10-06,Sexe,FEM,Féminin,698
2022-10-06,Sexe,INC,Inconnu,4
2022-10-06,Sexe,TOT,Total,1031
2022-10-07,Région,RSS01,01 - Bas-Saint-Laurent,18
2022-10-07,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,30
2022-10-07,Région,RSS03,03 - Capitale-Nationale,67
2022-10-07,Région,RSS04,04 - Mauricie et Centre-du-Québec,121
2022-10-07,Région,RSS05,05 - Estrie,59
2022-10-07,Région,RSS06,06 - Montréal,222
2022-10-07,Région,RSS07,07 - Outaouais,22
2022-10-07,Région,RSS08,08 - Abitibi-Témiscamingue,11
2022-10-07,Région,RSS09,09 - Côte-Nord,11
2022-10-07,Région,RSS10,10 - Nord-du-Québec,1
2022-10-07,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,5
2022-10-07,Région,RSS12,12 - Chaudière-Appalaches,53
2022-10-07,Région,RSS13,13 - Laval,32
2022-10-07,Région,RSS14,14 - Lanaudière,55
2022-10-07,Région,RSS15,15 - Laurentides,68
2022-10-07,Région,RSS16,16 - Montérégie,150
2022-10-07,Région,RSS17,17 - Nunavik,1
2022-10-07,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-07,Région,RSS00,Inconnu,3
2022-10-07,Région,RSS98,Hors Québec,2
2022-10-07,Région,RSS99,Ensemble du Québec,931
2022-10-07,Groupe de région,REG01,Montréal et Laval,254
2022-10-07,Groupe de région,REG02,Ceinture de Montréal,132
2022-10-07,Groupe de région,REG03,Autres régions,540
2022-10-07,Groupe de région,REG00,Inconnu,3
2022-10-07,Groupe de région,REG98,Hors Québec,2
2022-10-07,Groupe d'âge,0_9,0-9 ans,16
2022-10-07,Groupe d'âge,10_19,10-19 ans,15
2022-10-07,Groupe d'âge,20_29,20-29 ans,99
2022-10-07,Groupe d'âge,30_39,30-39 ans,115
2022-10-07,Groupe d'âge,40_49,40-49 ans,125
2022-10-07,Groupe d'âge,50_59,50-59 ans,122
2022-10-07,Groupe d'âge,60_69,60-69 ans,140
2022-10-07,Groupe d'âge,70_79,70-79 ans,144
2022-10-07,Groupe d'âge,80_89,80-89 ans,101
2022-10-07,Groupe d'âge,90_,90 ans et plus,54
2022-10-07,Groupe d'âge,INC,Inconnu,0
2022-10-07,Groupe d'âge,TOT,Total,931
2022-10-07,Sexe,MASC,Masculin,347
2022-10-07,Sexe,FEM,Féminin,583
2022-10-07,Sexe,INC,Inconnu,1
2022-10-07,Sexe,TOT,Total,931
2022-10-08,Région,RSS01,01 - Bas-Saint-Laurent,16
2022-10-08,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,20
2022-10-08,Région,RSS03,03 - Capitale-Nationale,58
2022-10-08,Région,RSS04,04 - Mauricie et Centre-du-Québec,47
2022-10-08,Région,RSS05,05 - Estrie,35
2022-10-08,Région,RSS06,06 - Montréal,133
2022-10-08,Région,RSS07,07 - Outaouais,31
2022-10-08,Région,RSS08,08 - Abitibi-Témiscamingue,5
2022-10-08,Région,RSS09,09 - Côte-Nord,8
2022-10-08,Région,RSS10,10 - Nord-du-Québec,0
2022-10-08,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,7
2022-10-08,Région,RSS12,12 - Chaudière-Appalaches,47
2022-10-08,Région,RSS13,13 - Laval,21
2022-10-08,Région,RSS14,14 - Lanaudière,39
2022-10-08,Région,RSS15,15 - Laurentides,48
2022-10-08,Région,RSS16,16 - Montérégie,110
2022-10-08,Région,RSS17,17 - Nunavik,0
2022-10-08,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-08,Région,RSS00,Inconnu,0
2022-10-08,Région,RSS98,Hors Québec,3
2022-10-08,Région,RSS99,Ensemble du Québec,628
2022-10-08,Groupe de région,REG01,Montréal et Laval,154
2022-10-08,Groupe de région,REG02,Ceinture de Montréal,90
2022-10-08,Groupe de région,REG03,Autres régions,381
2022-10-08,Groupe de région,REG00,Inconnu,0
2022-10-08,Groupe de région,REG98,Hors Québec,3
2022-10-08,Groupe d'âge,0_9,0-9 ans,14
2022-10-08,Groupe d'âge,10_19,10-19 ans,8
2022-10-08,Groupe d'âge,20_29,20-29 ans,51
2022-10-08,Groupe d'âge,30_39,30-39 ans,87
2022-10-08,Groupe d'âge,40_49,40-49 ans,81
2022-10-08,Groupe d'âge,50_59,50-59 ans,82
2022-10-08,Groupe d'âge,60_69,60-69 ans,76
2022-10-08,Groupe d'âge,70_79,70-79 ans,96
2022-10-08,Groupe d'âge,80_89,80-89 ans,81
2022-10-08,Groupe d'âge,90_,90 ans et plus,52
2022-10-08,Groupe d'âge,INC,Inconnu,0
2022-10-08,Groupe d'âge,TOT,Total,628
2022-10-08,Sexe,MASC,Masculin,212
2022-10-08,Sexe,FEM,Féminin,415
2022-10-08,Sexe,INC,Inconnu,1
2022-10-08,Sexe,TOT,Total,628
2022-10-09,Région,RSS01,01 - Bas-Saint-Laurent,20
2022-10-09,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,21
2022-10-09,Région,RSS03,03 - Capitale-Nationale,53
2022-10-09,Région,RSS04,04 - Mauricie et Centre-du-Québec,66
2022-10-09,Région,RSS05,05 - Estrie,39
2022-10-09,Région,RSS06,06 - Montréal,162
2022-10-09,Région,RSS07,07 - Outaouais,13
2022-10-09,Région,RSS08,08 - Abitibi-Témiscamingue,12
2022-10-09,Région,RSS09,09 - Côte-Nord,10
2022-10-09,Région,RSS10,10 - Nord-du-Québec,2
2022-10-09,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,8
2022-10-09,Région,RSS12,12 - Chaudière-Appalaches,41
2022-10-09,Région,RSS13,13 - Laval,29
2022-10-09,Région,RSS14,14 - Lanaudière,45
2022-10-09,Région,RSS15,15 - Laurentides,70
2022-10-09,Région,RSS16,16 - Montérégie,111
2022-10-09,Région,RSS17,17 - Nunavik,1
2022-10-09,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1
2022-10-09,Région,RSS00,Inconnu,0
2022-10-09,Région,RSS98,Hors Québec,2
2022-10-09,Région,RSS99,Ensemble du Québec,706
2022-10-09,Groupe de région,REG01,Montréal et Laval,191
2022-10-09,Groupe de région,REG02,Ceinture de Montréal,125
2022-10-09,Groupe de région,REG03,Autres régions,388
2022-10-09,Groupe de région,REG00,Inconnu,0
2022-10-09,Groupe de région,REG98,Hors Québec,2
2022-10-09,Groupe d'âge,0_9,0-9 ans,19
2022-10-09,Groupe d'âge,10_19,10-19 ans,7
2022-10-09,Groupe d'âge,20_29,20-29 ans,55
2022-10-09,Groupe d'âge,30_39,30-39 ans,86
2022-10-09,Groupe d'âge,40_49,40-49 ans,71
2022-10-09,Groupe d'âge,50_59,50-59 ans,89
2022-10-09,Groupe d'âge,60_69,60-69 ans,99
2022-10-09,Groupe d'âge,70_79,70-79 ans,116
2022-10-09,Groupe d'âge,80_89,80-89 ans,118
2022-10-09,Groupe d'âge,90_,90 ans et plus,46
2022-10-09,Groupe d'âge,INC,Inconnu,0
2022-10-09,Groupe d'âge,TOT,Total,706
2022-10-09,Sexe,MASC,Masculin,272
2022-10-09,Sexe,FEM,Féminin,432
2022-10-09,Sexe,INC,Inconnu,2
2022-10-09,Sexe,TOT,Total,706
2022-10-10,Région,RSS01,01 - Bas-Saint-Laurent,29
2022-10-10,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,28
2022-10-10,Région,RSS03,03 - Capitale-Nationale,74
2022-10-10,Région,RSS04,04 - Mauricie et Centre-du-Québec,83
2022-10-10,Région,RSS05,05 - Estrie,52
2022-10-10,Région,RSS06,06 - Montréal,139
2022-10-10,Région,RSS07,07 - Outaouais,23
2022-10-10,Région,RSS08,08 - Abitibi-Témiscamingue,4
2022-10-10,Région,RSS09,09 - Côte-Nord,10
2022-10-10,Région,RSS10,10 - Nord-du-Québec,1
2022-10-10,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,10
2022-10-10,Région,RSS12,12 - Chaudière-Appalaches,60
2022-10-10,Région,RSS13,13 - Laval,44
2022-10-10,Région,RSS14,14 - Lanaudière,58
2022-10-10,Région,RSS15,15 - Laurentides,61
2022-10-10,Région,RSS16,16 - Montérégie,99
2022-10-10,Région,RSS17,17 - Nunavik,4
2022-10-10,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-10,Région,RSS00,Inconnu,0
2022-10-10,Région,RSS98,Hors Québec,1
2022-10-10,Région,RSS99,Ensemble du Québec,780
2022-10-10,Groupe de région,REG01,Montréal et Laval,183
2022-10-10,Groupe de région,REG02,Ceinture de Montréal,120
2022-10-10,Groupe de région,REG03,Autres régions,476
2022-10-10,Groupe de région,REG00,Inconnu,0
2022-10-10,Groupe de région,REG98,Hors Québec,1
2022-10-10,Groupe d'âge,0_9,0-9 ans,16
2022-10-10,Groupe d'âge,10_19,10-19 ans,13
2022-10-10,Groupe d'âge,20_29,20-29 ans,60
2022-10-10,Groupe d'âge,30_39,30-39 ans,105
2022-10-10,Groupe d'âge,40_49,40-49 ans,98
2022-10-10,Groupe d'âge,50_59,50-59 ans,138
2022-10-10,Groupe d'âge,60_69,60-69 ans,101
2022-10-10,Groupe d'âge,70_79,70-79 ans,104
2022-10-10,Groupe d'âge,80_89,80-89 ans,104
2022-10-10,Groupe d'âge,90_,90 ans et plus,41
2022-10-10,Groupe d'âge,INC,Inconnu,0
2022-10-10,Groupe d'âge,TOT,Total,780
2022-10-10,Sexe,MASC,Masculin,293
2022-10-10,Sexe,FEM,Féminin,484
2022-10-10,Sexe,INC,Inconnu,3
2022-10-10,Sexe,TOT,Total,780
2022-10-11,Région,RSS01,01 - Bas-Saint-Laurent,40
2022-10-11,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,45
2022-10-11,Région,RSS03,03 - Capitale-Nationale,89
2022-10-11,Région,RSS04,04 - Mauricie et Centre-du-Québec,96
2022-10-11,Région,RSS05,05 - Estrie,82
2022-10-11,Région,RSS06,06 - Montréal,202
2022-10-11,Région,RSS07,07 - Outaouais,23
2022-10-11,Région,RSS08,08 - Abitibi-Témiscamingue,16
2022-10-11,Région,RSS09,09 - Côte-Nord,17
2022-10-11,Région,RSS10,10 - Nord-du-Québec,0
2022-10-11,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,12
2022-10-11,Région,RSS12,12 - Chaudière-Appalaches,80
2022-10-11,Région,RSS13,13 - Laval,39
2022-10-11,Région,RSS14,14 - Lanaudière,73
2022-10-11,Région,RSS15,15 - Laurentides,90
2022-10-11,Région,RSS16,16 - Montérégie,189
2022-10-11,Région,RSS17,17 - Nunavik,3
2022-10-11,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,3
2022-10-11,Région,RSS00,Inconnu,2
2022-10-11,Région,RSS98,Hors Québec,0
2022-10-11,Région,RSS99,Ensemble du Québec,1101
2022-10-11,Groupe de région,REG01,Montréal et Laval,241
2022-10-11,Groupe de région,REG02,Ceinture de Montréal,169
2022-10-11,Groupe de région,REG03,Autres régions,689
2022-10-11,Groupe de région,REG00,Inconnu,2
2022-10-11,Groupe de région,REG98,Hors Québec,0
2022-10-11,Groupe d'âge,0_9,0-9 ans,27
2022-10-11,Groupe d'âge,10_19,10-19 ans,10
2022-10-11,Groupe d'âge,20_29,20-29 ans,117
2022-10-11,Groupe d'âge,30_39,30-39 ans,162
2022-10-11,Groupe d'âge,40_49,40-49 ans,177
2022-10-11,Groupe d'âge,50_59,50-59 ans,180
2022-10-11,Groupe d'âge,60_69,60-69 ans,119
2022-10-11,Groupe d'âge,70_79,70-79 ans,144
2022-10-11,Groupe d'âge,80_89,80-89 ans,122
2022-10-11,Groupe d'âge,90_,90 ans et plus,43
2022-10-11,Groupe d'âge,INC,Inconnu,0
2022-10-11,Groupe d'âge,TOT,Total,1101
2022-10-11,Sexe,MASC,Masculin,365
2022-10-11,Sexe,FEM,Féminin,731
2022-10-11,Sexe,INC,Inconnu,5
2022-10-11,Sexe,TOT,Total,1101
2022-10-12,Région,RSS01,01 - Bas-Saint-Laurent,29
2022-10-12,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,34
2022-10-12,Région,RSS03,03 - Capitale-Nationale,81
2022-10-12,Région,RSS04,04 - Mauricie et Centre-du-Québec,105
2022-10-12,Région,RSS05,05 - Estrie,79
2022-10-12,Région,RSS06,06 - Montréal,297
2022-10-12,Région,RSS07,07 - Outaouais,43
2022-10-12,Région,RSS08,08 - Abitibi-Témiscamingue,16
2022-10-12,Région,RSS09,09 - Côte-Nord,13
2022-10-12,Région,RSS10,10 - Nord-du-Québec,0
2022-10-12,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,9
2022-10-12,Région,RSS12,12 - Chaudière-Appalaches,91
2022-10-12,Région,RSS13,13 - Laval,46
2022-10-12,Région,RSS14,14 - Lanaudière,70
2022-10-12,Région,RSS15,15 - Laurentides,118
2022-10-12,Région,RSS16,16 - Montérégie,203
2022-10-12,Région,RSS17,17 - Nunavik,2
2022-10-12,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-12,Région,RSS00,Inconnu,0
2022-10-12,Région,RSS98,Hors Québec,1
2022-10-12,Région,RSS99,Ensemble du Québec,1237
2022-10-12,Groupe de région,REG01,Montréal et Laval,343
2022-10-12,Groupe de région,REG02,Ceinture de Montréal,186
2022-10-12,Groupe de région,REG03,Autres régions,707
2022-10-12,Groupe de région,REG00,Inconnu,0
2022-10-12,Groupe de région,REG98,Hors Québec,1
2022-10-12,Groupe d'âge,0_9,0-9 ans,23
2022-10-12,Groupe d'âge,10_19,10-19 ans,22
2022-10-12,Groupe d'âge,20_29,20-29 ans,116
2022-10-12,Groupe d'âge,30_39,30-39 ans,168
2022-10-12,Groupe d'âge,40_49,40-49 ans,178
2022-10-12,Groupe d'âge,50_59,50-59 ans,179
2022-10-12,Groupe d'âge,60_69,60-69 ans,151
2022-10-12,Groupe d'âge,70_79,70-79 ans,196
2022-10-12,Groupe d'âge,80_89,80-89 ans,141
2022-10-12,Groupe d'âge,90_,90 ans et plus,63
2022-10-12,Groupe d'âge,INC,Inconnu,0
2022-10-12,Groupe d'âge,TOT,Total,1237
2022-10-12,Sexe,MASC,Masculin,403
2022-10-12,Sexe,FEM,Féminin,832
2022-10-12,Sexe,INC,Inconnu,2
2022-10-12,Sexe,TOT,Total,1237
2022-10-13,Région,RSS01,01 - Bas-Saint-Laurent,25
2022-10-13,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,40
2022-10-13,Région,RSS03,03 - Capitale-Nationale,84
2022-10-13,Région,RSS04,04 - Mauricie et Centre-du-Québec,75
2022-10-13,Région,RSS05,05 - Estrie,59
2022-10-13,Région,RSS06,06 - Montréal,208
2022-10-13,Région,RSS07,07 - Outaouais,43
2022-10-13,Région,RSS08,08 - Abitibi-Témiscamingue,8
2022-10-13,Région,RSS09,09 - Côte-Nord,23
2022-10-13,Région,RSS10,10 - Nord-du-Québec,1
2022-10-13,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,9
2022-10-13,Région,RSS12,12 - Chaudière-Appalaches,63
2022-10-13,Région,RSS13,13 - Laval,49
2022-10-13,Région,RSS14,14 - Lanaudière,76
2022-10-13,Région,RSS15,15 - Laurentides,79
2022-10-13,Région,RSS16,16 - Montérégie,210
2022-10-13,Région,RSS17,17 - Nunavik,3
2022-10-13,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1
2022-10-13,Région,RSS00,Inconnu,0
2022-10-13,Région,RSS98,Hors Québec,2
2022-10-13,Région,RSS99,Ensemble du Québec,1058
2022-10-13,Groupe de région,REG01,Montréal et Laval,257
2022-10-13,Groupe de région,REG02,Ceinture de Montréal,172
2022-10-13,Groupe de région,REG03,Autres régions,627
2022-10-13,Groupe de région,REG00,Inconnu,0
2022-10-13,Groupe de région,REG98,Hors Québec,2
2022-10-13,Groupe d'âge,0_9,0-9 ans,16
2022-10-13,Groupe d'âge,10_19,10-19 ans,23
2022-10-13,Groupe d'âge,20_29,20-29 ans,94
2022-10-13,Groupe d'âge,30_39,30-39 ans,148
2022-10-13,Groupe d'âge,40_49,40-49 ans,161
2022-10-13,Groupe d'âge,50_59,50-59 ans,168
2022-10-13,Groupe d'âge,60_69,60-69 ans,120
2022-10-13,Groupe d'âge,70_79,70-79 ans,152
2022-10-13,Groupe d'âge,80_89,80-89 ans,126
2022-10-13,Groupe d'âge,90_,90 ans et plus,50
2022-10-13,Groupe d'âge,INC,Inconnu,0
2022-10-13,Groupe d'âge,TOT,Total,1058
2022-10-13,Sexe,MASC,Masculin,356
2022-10-13,Sexe,FEM,Féminin,698
2022-10-13,Sexe,INC,Inconnu,4
2022-10-13,Sexe,TOT,Total,1058
2022-10-14,Région,RSS01,01 - Bas-Saint-Laurent,23
2022-10-14,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,30
2022-10-14,Région,RSS03,03 - Capitale-Nationale,58
2022-10-14,Région,RSS04,04 - Mauricie et Centre-du-Québec,80
2022-10-14,Région,RSS05,05 - Estrie,56
2022-10-14,Région,RSS06,06 - Montréal,223
2022-10-14,Région,RSS07,07 - Outaouais,15
2022-10-14,Région,RSS08,08 - Abitibi-Témiscamingue,14
2022-10-14,Région,RSS09,09 - Côte-Nord,16
2022-10-14,Région,RSS10,10 - Nord-du-Québec,0
2022-10-14,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,12
2022-10-14,Région,RSS12,12 - Chaudière-Appalaches,66
2022-10-14,Région,RSS13,13 - Laval,50
2022-10-14,Région,RSS14,14 - Lanaudière,70
2022-10-14,Région,RSS15,15 - Laurentides,88
2022-10-14,Région,RSS16,16 - Montérégie,206
2022-10-14,Région,RSS17,17 - Nunavik,1
2022-10-14,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,1
2022-10-14,Région,RSS00,Inconnu,0
2022-10-14,Région,RSS98,Hors Québec,7
2022-10-14,Région,RSS99,Ensemble du Québec,1016
2022-10-14,Groupe de région,REG01,Montréal et Laval,273
2022-10-14,Groupe de région,REG02,Ceinture de Montréal,195
2022-10-14,Groupe de région,REG03,Autres régions,541
2022-10-14,Groupe de région,REG00,Inconnu,0
2022-10-14,Groupe de région,REG98,Hors Québec,7
2022-10-14,Groupe d'âge,0_9,0-9 ans,18
2022-10-14,Groupe d'âge,10_19,10-19 ans,16
2022-10-14,Groupe d'âge,20_29,20-29 ans,93
2022-10-14,Groupe d'âge,30_39,30-39 ans,132
2022-10-14,Groupe d'âge,40_49,40-49 ans,146
2022-10-14,Groupe d'âge,50_59,50-59 ans,162
2022-10-14,Groupe d'âge,60_69,60-69 ans,114
2022-10-14,Groupe d'âge,70_79,70-79 ans,146
2022-10-14,Groupe d'âge,80_89,80-89 ans,130
2022-10-14,Groupe d'âge,90_,90 ans et plus,59
2022-10-14,Groupe d'âge,INC,Inconnu,0
2022-10-14,Groupe d'âge,TOT,Total,1016
2022-10-14,Sexe,MASC,Masculin,325
2022-10-14,Sexe,FEM,Féminin,690
2022-10-14,Sexe,INC,Inconnu,1
2022-10-14,Sexe,TOT,Total,1016
2022-10-15,Région,RSS01,01 - Bas-Saint-Laurent,22
2022-10-15,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,15
2022-10-15,Région,RSS03,03 - Capitale-Nationale,73
2022-10-15,Région,RSS04,04 - Mauricie et Centre-du-Québec,77
2022-10-15,Région,RSS05,05 - Estrie,44
2022-10-15,Région,RSS06,06 - Montréal,134
2022-10-15,Région,RSS07,07 - Outaouais,22
2022-10-15,Région,RSS08,08 - Abitibi-Témiscamingue,10
2022-10-15,Région,RSS09,09 - Côte-Nord,10
2022-10-15,Région,RSS10,10 - Nord-du-Québec,0
2022-10-15,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,6
2022-10-15,Région,RSS12,12 - Chaudière-Appalaches,47
2022-10-15,Région,RSS13,13 - Laval,25
2022-10-15,Région,RSS14,14 - Lanaudière,41
2022-10-15,Région,RSS15,15 - Laurentides,62
2022-10-15,Région,RSS16,16 - Montérégie,115
2022-10-15,Région,RSS17,17 - Nunavik,4
2022-10-15,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-15,Région,RSS00,Inconnu,0
2022-10-15,Région,RSS98,Hors Québec,2
2022-10-15,Région,RSS99,Ensemble du Québec,709
2022-10-15,Groupe de région,REG01,Montréal et Laval,159
2022-10-15,Groupe de région,REG02,Ceinture de Montréal,114
2022-10-15,Groupe de région,REG03,Autres régions,434
2022-10-15,Groupe de région,REG00,Inconnu,0
2022-10-15,Groupe de région,REG98,Hors Québec,2
2022-10-15,Groupe d'âge,0_9,0-9 ans,14
2022-10-15,Groupe d'âge,10_19,10-19 ans,12
2022-10-15,Groupe d'âge,20_29,20-29 ans,54
2022-10-15,Groupe d'âge,30_39,30-39 ans,80
2022-10-15,Groupe d'âge,40_49,40-49 ans,98
2022-10-15,Groupe d'âge,50_59,50-59 ans,83
2022-10-15,Groupe d'âge,60_69,60-69 ans,86
2022-10-15,Groupe d'âge,70_79,70-79 ans,125
2022-10-15,Groupe d'âge,80_89,80-89 ans,105
2022-10-15,Groupe d'âge,90_,90 ans et plus,52
2022-10-15,Groupe d'âge,INC,Inconnu,0
2022-10-15,Groupe d'âge,TOT,Total,709
2022-10-15,Sexe,MASC,Masculin,250
2022-10-15,Sexe,FEM,Féminin,459
2022-10-15,Sexe,INC,Inconnu,0
2022-10-15,Sexe,TOT,Total,709
2022-10-16,Région,RSS01,01 - Bas-Saint-Laurent,18
2022-10-16,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,17
2022-10-16,Région,RSS03,03 - Capitale-Nationale,43
2022-10-16,Région,RSS04,04 - Mauricie et Centre-du-Québec,32
2022-10-16,Région,RSS05,05 - Estrie,39
2022-10-16,Région,RSS06,06 - Montréal,153
2022-10-16,Région,RSS07,07 - Outaouais,9
2022-10-16,Région,RSS08,08 - Abitibi-Témiscamingue,6
2022-10-16,Région,RSS09,09 - Côte-Nord,11
2022-10-16,Région,RSS10,10 - Nord-du-Québec,2
2022-10-16,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,9
2022-10-16,Région,RSS12,12 - Chaudière-Appalaches,37
2022-10-16,Région,RSS13,13 - Laval,23
2022-10-16,Région,RSS14,14 - Lanaudière,47
2022-10-16,Région,RSS15,15 - Laurentides,61
2022-10-16,Région,RSS16,16 - Montérégie,139
2022-10-16,Région,RSS17,17 - Nunavik,0
2022-10-16,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-16,Région,RSS00,Inconnu,0
2022-10-16,Région,RSS98,Hors Québec,2
2022-10-16,Région,RSS99,Ensemble du Québec,648
2022-10-16,Groupe de région,REG01,Montréal et Laval,176
2022-10-16,Groupe de région,REG02,Ceinture de Montréal,136
2022-10-16,Groupe de région,REG03,Autres régions,334
2022-10-16,Groupe de région,REG00,Inconnu,0
2022-10-16,Groupe de région,REG98,Hors Québec,2
2022-10-16,Groupe d'âge,0_9,0-9 ans,23
2022-10-16,Groupe d'âge,10_19,10-19 ans,10
2022-10-16,Groupe d'âge,20_29,20-29 ans,62
2022-10-16,Groupe d'âge,30_39,30-39 ans,83
2022-10-16,Groupe d'âge,40_49,40-49 ans,72
2022-10-16,Groupe d'âge,50_59,50-59 ans,72
2022-10-16,Groupe d'âge,60_69,60-69 ans,98
2022-10-16,Groupe d'âge,70_79,70-79 ans,90
2022-10-16,Groupe d'âge,80_89,80-89 ans,93
2022-10-16,Groupe d'âge,90_,90 ans et plus,45
2022-10-16,Groupe d'âge,INC,Inconnu,0
2022-10-16,Groupe d'âge,TOT,Total,648
2022-10-16,Sexe,MASC,Masculin,241
2022-10-16,Sexe,FEM,Féminin,404
2022-10-16,Sexe,INC,Inconnu,3
2022-10-16,Sexe,TOT,Total,648
2022-10-17,Région,RSS01,01 - Bas-Saint-Laurent,31
2022-10-17,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,47
2022-10-17,Région,RSS03,03 - Capitale-Nationale,90
2022-10-17,Région,RSS04,04 - Mauricie et Centre-du-Québec,93
2022-10-17,Région,RSS05,05 - Estrie,56
2022-10-17,Région,RSS06,06 - Montréal,183
2022-10-17,Région,RSS07,07 - Outaouais,43
2022-10-17,Région,RSS08,08 - Abitibi-Témiscamingue,14
2022-10-17,Région,RSS09,09 - Côte-Nord,19
2022-10-17,Région,RSS10,10 - Nord-du-Québec,4
2022-10-17,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,24
2022-10-17,Région,RSS12,12 - Chaudière-Appalaches,73
2022-10-17,Région,RSS13,13 - Laval,43
2022-10-17,Région,RSS14,14 - Lanaudière,43
2022-10-17,Région,RSS15,15 - Laurentides,113
2022-10-17,Région,RSS16,16 - Montérégie,171
2022-10-17,Région,RSS17,17 - Nunavik,1
2022-10-17,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2022-10-17,Région,RSS00,Inconnu,1
2022-10-17,Région,RSS98,Hors Québec,4
2022-10-17,Région,RSS99,Ensemble du Québec,1053
2022-10-17,Groupe de région,REG01,Montréal et Laval,226
2022-10-17,Groupe de région,REG02,Ceinture de Montréal,174
2022-10-17,Groupe de région,REG03,Autres régions,648
2022-10-17,Groupe de région,REG00,Inconnu,1
2022-10-17,Groupe de région,REG98,Hors Québec,4
2022-10-17,Groupe d'âge,0_9,0-9 ans,20
2022-10-17,Groupe d'âge,10_19,10-19 ans,15
2022-10-17,Groupe d'âge,20_29,20-29 ans,114
2022-10-17,Groupe d'âge,30_39,30-39 ans,160
2022-10-17,Groupe d'âge,40_49,40-49 ans,142
2022-10-17,Groupe d'âge,50_59,50-59 ans,159
2022-10-17,Groupe d'âge,60_69,60-69 ans,132
2022-10-17,Groupe d'âge,70_79,70-79 ans,140
2022-10-17,Groupe d'âge,80_89,80-89 ans,131
2022-10-17,Groupe d'âge,90_,90 ans et plus,40
2022-10-17,Groupe d'âge,INC,Inconnu,0
2022-10-17,Groupe d'âge,TOT,Total,1053
2022-10-17,Sexe,MASC,Masculin,365
